what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1377781512980
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1377781512980
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1377781512981
started,bundle,org.eclipse.equinox.p2.publisher,1.1.2.v20100824-2220,"org.eclipse.equinox.p2.publisher",1377781512981
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.2.R36x_v20110114,"org.eclipse.equinox.p2.reconciler.dropins",1377781512981
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1377781512981
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.0.3.R36x_v20101202,"org.eclipse.equinox.p2.touchpoint.eclipse",1377781512981
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1377781512981
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1377781512981
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.201.R36x_v20100823,"org.eclipse.equinox.p2.updatesite",1377781512981
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1377781512982
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1377781512982
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1377781512982
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1377781512982
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1377781512982
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1377781512982
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1377781512982
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1377781512982
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1377781512982
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1377781512982
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1377781512982
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1377781512983
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1377781512983
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1377781512983
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1377781512983
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1377781512983
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1377781512983
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1377781512983
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1377781512983
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1377781512983
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1377781512983
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1377781512983
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1377781512983
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1377781512983
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1377781512983
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1377781512984
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1377781512984
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1377781512984
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1377781512984
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1377781512984
started,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1377781512984
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1377781512984
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1377781512984
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1377781512984
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1377781512984
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1377781512984
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1377781512984
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1377781512984
os,sysinfo,,,"linux",1377781512988
arch,sysinfo,,,"x86_64",1377781512988
ws,sysinfo,,,"gtk",1377781512988
locale,sysinfo,,,"pt_BR",1377781512988
processors,sysinfo,,,"4",1377781512988
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1377781512988
java.runtime.version,sysinfo,,,"1.7.0_25-b15",1377781512988
java.specification.name,sysinfo,,,"Java Platform API Specification",1377781512988
java.specification.vendor,sysinfo,,,"Oracle Corporation",1377781512988
java.specification.version,sysinfo,,,"1.7",1377781512988
java.vendor,sysinfo,,,"Oracle Corporation",1377781512988
java.version,sysinfo,,,"1.7.0_25",1377781512988
java.vm.info,sysinfo,,,"mixed mode",1377781512988
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1377781512988
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1377781512988
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1377781512988
java.vm.specification.version,sysinfo,,,"1.7",1377781512988
java.vm.vendor,sysinfo,,,"Oracle Corporation",1377781512988
java.vm.version,sysinfo,,,"23.25-b01",1377781512988
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1377781518421
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1377781518433
closed,view,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.internal.introview",1377781518445
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377781519154
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377781528122
started,bundle,org.eclipse.cdt.managedbuilder.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.ui",1377781534858
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,7.0.0.201102110609,"org.eclipse.cdt.managedbuilder.gnu.ui",1377781534973
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377781535243
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1377781554319
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1377781554478
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377781555689
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1377781555984
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377781561533
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377781569038
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1377781570069
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1377781570108
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1377781570111
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377781571643
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377781576384
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377781580429
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377781585262
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377781590206
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1377781591844
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377781593003
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1377781593434
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1377781593543
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377781597789
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377781602093
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1377781603235
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1377781604404
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1377781621396
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377781622544
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1377781727472
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1377781960406
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1377781972558
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1377781982014
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1377781991046
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1377782015173
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1377782023110
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1377782039702
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1377782047749
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1377782055533
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1377782067453
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1377782074717
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1377782083941
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1377782093685
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1377782102213
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1377782109156
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1377782117597
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1377782128725
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1377782134748
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1377782138773
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377782138780
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1377782142905
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201102110609,"org.eclipse.cdt.debug.core",1377782142987
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201102110609,"org.eclipse.cdt.debug.ui",1377782142993
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377782146099
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377782147504
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1377782150209
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1377782154460
started,bundle,org.eclipse.cdt.mylyn.ui,1.1.4.v20110204-0100-e3x,"org.eclipse.cdt.mylyn.ui",1377782159637
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1377782159701
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1377782163292
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1377782165463
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377782167957
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377782169286
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1377782171398
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1377782179941
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1377782184448
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1377782185126
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377782187488
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377782187721
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1377782189113
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1377782200189
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377782201553
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1377782210015
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377782210027
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377782213663
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1377782221815
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377782221825
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1377782222736
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1377782231429
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377782233010
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1377782242692
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377782242702
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377782246893
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377782247052
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377782251445
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1377782317720
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377782317728
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377782320404
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377782321384
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1377782324739
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1377782327972
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1377782330921
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.binaryEditor",1377782332017
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.binaryEditor",1377782332043
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1377782332051
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201102110609,"org.eclipse.cdt.debug.mi.ui",1377782335231
started,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201102110609,"org.eclipse.cdt.debug.mi.core",1377782335237
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1377782335244
started,bundle,org.eclipse.cdt.launch,6.1.0.201102110609,"org.eclipse.cdt.launch",1377782335251
started,bundle,org.eclipse.cdt.dsf,2.1.1.201102110609,"org.eclipse.cdt.dsf",1377782335755
started,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201102110609,"org.eclipse.cdt.dsf.gdb",1377782335755
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201102110609,"org.eclipse.cdt.dsf.gdb.ui",1377782335755
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377782361929
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1377782361993
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377782362013
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377782366824
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1377782428705
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377782428714
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377782435981
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.perspectives.showPerspective",1377782439082
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.perspectives.showPerspective",1377782439082
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377782439090
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377782448613
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377782552844
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377782558204
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377782683394
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.binaryEditor",1377782683409
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1377782683540
closed,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.binaryEditor",1377782683540
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377782727401
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377782742939
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1377782748529
started,bundle,org.eclipse.equinox.p2.ui,2.0.0.v20100518,"org.eclipse.equinox.p2.ui",1377782748531
started,bundle,org.eclipse.ecf.filetransfer,4.0.0.v20100906-1425,"org.eclipse.ecf.filetransfer",1377782748550
started,bundle,org.eclipse.ecf.identity,3.1.0.v20100906-1425,"org.eclipse.ecf.identity",1377782748641
started,bundle,org.eclipse.ecf,3.1.0.v20100906-1425,"org.eclipse.ecf",1377782748653
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20100906-1425,"org.eclipse.ecf.provider.filetransfer.httpclient",1377782748660
started,bundle,org.eclipse.ecf.provider.filetransfer,3.1.0.v20100906-1425,"org.eclipse.ecf.provider.filetransfer",1377782748662
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377782748765
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1377782750255
error,log,,,"Operation details",1377782807167
error,log,,,"Operation details",1377782807170
error,log,,,"Operation details",1377782868397
error,log,,,"Operation details",1377782868398
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk.install",1377783503005
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377783503016
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377783503923
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377783810080
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1377783810209
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1377783819814
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.views.showView",1377783819829
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377783824582
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.views.showView",1377783844569
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.views.showView",1377783844569
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377783844581
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377783846698
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.perspectives.showPerspective",1377783851033
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.perspectives.showPerspective",1377783851033
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377783851067
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377783861676
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377785399425
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1377785399452
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1377785401414
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.gotoLastEditPosition",1377785401424
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1377785403448
closed,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1377785403448
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.close",1377785403466
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1377785407364
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.exit",1377785408160
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201102110609,"org.eclipse.cdt.debug.mi.ui",1377785408183
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201102110609,"org.eclipse.cdt.debug.mi.core",1377785408184
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.1.201102110609,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1377785408184
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201102110609,"org.eclipse.cdt.debug.ui.memory.search",1377785408184
